id;address
7949590;обл. Иркутская, г. Братск, ул. К.Маркса, д. 10
7949593;обл. Иркутская, г. Братск, ул. К.Маркса, д. 12
6685088;обл. Иркутская, г. Братск, ул. К.Маркса, д. 18
7949596;обл. Иркутская, г. Братск, ул. К.Маркса, д. 20
8939289;обл. Иркутская, г. Братск, ул. К.Маркса, д. 22
8939250;обл. Иркутская, г. Братск, ул. Комсомольская, д. 24
8939256;обл. Иркутская, г. Братск, ул. Комсомольская, д. 26
8939257;обл. Иркутская, г. Братск, ул. Комсомольская, д. 26А
9335158;обл. Иркутская, г. Братск, ул. Комсомольская, д. 29В
6676503;обл. Иркутская, г. Братск, ул. Комсомольская, д. 29Г
6483073;обл. Иркутская, г. Братск, ул. Комсомольская, д. 30
8939258;обл. Иркутская, г. Братск, ул. Комсомольская, д. 30А
6483076;"обл. Иркутская, г. Братск, ул. Комсомольская, д. 30 ""Б"""
6685086;"обл. Иркутская, г. Братск, ул. Комсомольская, д. 31 ""Б"""
6483075;обл. Иркутская, г. Братск, ул. Комсомольская, д. 32/2
9032953;обл. Иркутская, г. Братск, ул. Комсомольская, д. 33
7947542;обл. Иркутская, г. Братск, ул. Комсомольская, д. 34
7947549;обл. Иркутская, г. Братск, ул. Комсомольская, д. 36 
6685054;обл. Иркутская, г. Братск, ул. Комсомольская, д. 36
7947552;обл. Иркутская, г. Братск, ул. Комсомольская, д. 36а
6685052;"обл. Иркутская, г. Братск, ул. Комсомольская, д. 36 ""А"""
7947557;обл. Иркутская, г. Братск, ул. Комсомольская, д. 40
7947698;обл. Иркутская, г. Братск, ул. Комсомольская, д. 40а
7947705;обл. Иркутская, г. Братск, ул. Комсомольская, д. 42
7947708;обл. Иркутская, г. Братск, ул. Комсомольская, д. 44
